ID_hecho,FECHA,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO,gen_bin,AAAA,MES,AÑO_FALLECIMIENTO,MES_FALLECIMIENTO
2019-0073,2019-08-29,CONDUCTOR,MASCULINO,29.0,2019-09-06,0.0,2019,8,2019.0,9.0
2019-0074,2019-08-29,CONDUCTOR,MASCULINO,35.0,2019-08-29,0.0,2019,8,2019.0,8.0
2019-0075,2019-08-30,CONDUCTOR,MASCULINO,31.0,2019-08-30,0.0,2019,8,2019.0,8.0
2019-0076,2019-09-05,CONDUCTOR,FEMENINO,29.0,2019-09-05,1.0,2019,9,2019.0,9.0
2019-0077,2019-09-08,PEATON,FEMENINO,28.0,2019-09-08,1.0,2019,9,2019.0,9.0
2019-0078,2019-09-12,PEATON,FEMENINO,72.0,2019-09-15,1.0,2019,9,2019.0,9.0
2019-0079,2019-09-17,CONDUCTOR,MASCULINO,57.0,2019-09-17,0.0,2019,9,2019.0,9.0
2019-0080,2019-09-17,PEATON,MASCULINO,76.0,2019-09-17,0.0,2019,9,2019.0,9.0
2019-0081,2019-09-23,PEATON,MASCULINO,67.0,2019-10-07,0.0,2019,9,2019.0,10.0
2019-0082,2019-09-25,CICLISTA,MASCULINO,47.0,2019-09-25,0.0,2019,9,2019.0,9.0
2019-0083,2019-09-26,CONDUCTOR,MASCULINO,73.0,2019-09-26,0.0,2019,9,2019.0,9.0
2019-0084,2019-09-27,CICLISTA,FEMENINO,40.0,2019-09-27,1.0,2019,9,2019.0,9.0
2019-0085,2019-10-09,CICLISTA,MASCULINO,20.0,2019-10-09,0.0,2019,10,2019.0,10.0
2019-0086,2019-10-15,CONDUCTOR,MASCULINO,29.0,2019-10-15,0.0,2019,10,2019.0,10.0
2019-0087,2019-10-21,CONDUCTOR,MASCULINO,41.0,2019-10-21,0.0,2019,10,2019.0,10.0
2019-0088,2019-10-22,PEATON,MASCULINO,27.0,2019-10-22,0.0,2019,10,2019.0,10.0
2019-0089,2019-10-23,PEATON,FEMENINO,92.0,2019-10-23,1.0,2019,10,2019.0,10.0
2019-0090,2019-10-24,PEATON,MASCULINO,67.0,2019-10-26,0.0,2019,10,2019.0,10.0
2019-0091,2019-11-01,PEATON,MASCULINO,35.0,2019-11-01,0.0,2019,11,2019.0,11.0
2019-0092,2019-11-03,PEATON,MASCULINO,37.0,2019-11-03,0.0,2019,11,2019.0,11.0
2019-0093,2019-11-13,CICLISTA,MASCULINO,16.0,2019-11-13,0.0,2019,11,2019.0,11.0
2019-0094,2019-11-18,PASAJERO,FEMENINO,,2019-11-18,1.0,2019,11,2019.0,11.0
2019-0095,2019-11-20,CONDUCTOR,MASCULINO,,2019-11-20,0.0,2019,11,2019.0,11.0
2019-0096,2019-11-22,PEATON,MASCULINO,73.0,2019-11-22,0.0,2019,11,2019.0,11.0
2019-0097,2019-11-25,PASAJERO,FEMENINO,23.0,2019-11-25,1.0,2019,11,2019.0,11.0
2019-0098,2019-11-25,PASAJERO,FEMENINO,61.0,2019-11-29,1.0,2019,11,2019.0,11.0
2019-0100,2019-12-05,CONDUCTOR,MASCULINO,38.0,2019-12-18,0.0,2019,12,2019.0,12.0
2019-0101,2019-12-17,CONDUCTOR,MASCULINO,25.0,2019-12-17,0.0,2019,12,2019.0,12.0
2019-0102,2019-12-17,CONDUCTOR,MASCULINO,18.0,2019-12-18,0.0,2019,12,2019.0,12.0
2019-0103,2019-12-18,CONDUCTOR,MASCULINO,24.0,2019-12-18,0.0,2019,12,2019.0,12.0
2019-0104,2019-12-21,PASAJERO,FEMENINO,23.0,2019-12-22,1.0,2019,12,2019.0,12.0
2020-0001,2020-01-04,PEATON,FEMENINO,87.0,2020-01-04,1.0,2020,1,2020.0,1.0
2020-0002,2020-01-05,CONDUCTOR,MASCULINO,36.0,2020-01-07,0.0,2020,1,2020.0,1.0
2020-0003,2020-01-11,PEATON,MASCULINO,44.0,2020-01-11,0.0,2020,1,2020.0,1.0
2020-0004,2020-01-14,PEATON,MASCULINO,82.0,2020-01-15,0.0,2020,1,2020.0,1.0
2020-0005,2020-01-14,CONDUCTOR,MASCULINO,25.0,2020-02-10,0.0,2020,1,2020.0,2.0
2020-0006,2020-01-20,CONDUCTOR,MASCULINO,23.0,2020-01-20,0.0,2020,1,2020.0,1.0
2020-0007,2020-01-27,PEATON,MASCULINO,52.0,2020-01-27,0.0,2020,1,2020.0,1.0
2020-0008,2020-01-30,CONDUCTOR,MASCULINO,49.0,2020-01-30,0.0,2020,1,2020.0,1.0
2020-0009,2020-02-04,PEATON,MASCULINO,48.0,2020-02-05,0.0,2020,2,2020.0,2.0
2020-0010,2020-02-08,CONDUCTOR,MASCULINO,,2020-02-08,0.0,2020,2,2020.0,2.0
2020-0011,2020-02-12,CONDUCTOR,MASCULINO,31.0,2020-02-12,0.0,2020,2,2020.0,2.0
2020-0012,2020-02-18,PEATON,FEMENINO,66.0,2020-02-18,1.0,2020,2,2020.0,2.0
2020-0013,2020-02-20,PEATON,FEMENINO,58.0,2020-03-03,1.0,2020,2,2020.0,3.0
2020-0014,2020-02-27,CONDUCTOR,MASCULINO,,2020-02-27,0.0,2020,2,2020.0,2.0
2020-0015,2020-02-28,CONDUCTOR,MASCULINO,29.0,2020-02-28,0.0,2020,2,2020.0,2.0
2020-0016,2020-02-29,PEATON,MASCULINO,68.0,2020-03-09,0.0,2020,2,2020.0,3.0
2020-0017,2020-03-05,PEATON,MASCULINO,,2020-03-05,0.0,2020,3,2020.0,3.0
2020-0018,2020-03-09,CONDUCTOR,MASCULINO,31.0,2020-03-09,0.0,2020,3,2020.0,3.0
2020-0019,2020-03-10,PEATON,FEMENINO,80.0,2020-03-10,1.0,2020,3,2020.0,3.0
2020-0020,2020-03-13,PEATON,FEMENINO,74.0,2020-03-17,1.0,2020,3,2020.0,3.0
2020-0021,2020-03-14,PEATON,FEMENINO,87.0,2020-03-14,1.0,2020,3,2020.0,3.0
2020-0022,2020-04-07,PASAJERO,MASCULINO,44.0,2020-04-07,0.0,2020,4,2020.0,4.0
2020-0023,2020-04-09,CONDUCTOR,MASCULINO,44.0,2020-05-03,0.0,2020,4,2020.0,5.0
2020-0024,2020-04-24,CONDUCTOR,MASCULINO,53.0,2020-04-24,0.0,2020,4,2020.0,4.0
2020-0025,2020-05-12,PEATON,MASCULINO,,2020-05-12,0.0,2020,5,2020.0,5.0
2020-0026,2020-05-17,CONDUCTOR,MASCULINO,28.0,2020-05-17,0.0,2020,5,2020.0,5.0
2020-0027,2020-05-18,PEATON,MASCULINO,76.0,2020-05-18,0.0,2020,5,2020.0,5.0
2020-0028,2020-05-19,PEATON,MASCULINO,91.0,2020-05-23,0.0,2020,5,2020.0,5.0
2020-0029,2020-06-10,PEATON,MASCULINO,80.0,2020-06-12,0.0,2020,6,2020.0,6.0
2020-0030,2020-06-16,CONDUCTOR,MASCULINO,40.0,2020-06-16,0.0,2020,6,2020.0,6.0
2020-0031,2020-06-30,CONDUCTOR,MASCULINO,29.0,2020-06-30,0.0,2020,6,2020.0,6.0
2020-0032,2020-07-10,CONDUCTOR,MASCULINO,21.0,2020-07-10,0.0,2020,7,2020.0,7.0
2020-0033,2020-07-19,CONDUCTOR,MASCULINO,32.0,2020-07-19,0.0,2020,7,2020.0,7.0
2020-0034,2020-08-02,PEATON,FEMENINO,,2020-08-02,1.0,2020,8,2020.0,8.0
2020-0035,2020-08-04,CONDUCTOR,MASCULINO,40.0,2020-08-04,0.0,2020,8,2020.0,8.0
2020-0036,2020-08-07,PEATON,MASCULINO,72.0,2020-08-22,0.0,2020,8,2020.0,8.0
2020-0037,2020-08-29,PEATON,MASCULINO,38.0,2020-08-29,0.0,2020,8,2020.0,8.0
2020-0038,2020-08-30,CONDUCTOR,MASCULINO,46.0,2020-08-30,0.0,2020,8,2020.0,8.0
2020-0038,2020-08-30,CONDUCTOR,MASCULINO,64.0,2020-08-30,0.0,2020,8,2020.0,8.0
2020-0039,2020-09-01,PEATON,MASCULINO,44.0,2020-09-01,0.0,2020,9,2020.0,9.0
2020-0040,2020-09-12,CONDUCTOR,MASCULINO,,2020-09-12,0.0,2020,9,2020.0,9.0
2020-0041,2020-09-28,CONDUCTOR,MASCULINO,34.0,2020-09-28,0.0,2020,9,2020.0,9.0
2020-0042,2020-09-29,PEATON,FEMENINO,53.0,2020-09-29,1.0,2020,9,2020.0,9.0
2020-0043,2020-09-30,PEATON,MASCULINO,64.0,2020-09-30,0.0,2020,9,2020.0,9.0
2020-0044,2020-10-05,CONDUCTOR,MASCULINO,43.0,2020-10-05,0.0,2020,10,2020.0,10.0
2020-0045,2020-10-19,CONDUCTOR,MASCULINO,50.0,2020-10-19,0.0,2020,10,2020.0,10.0
2020-0046,2020-10-27,CONDUCTOR,MASCULINO,41.0,2020-10-27,0.0,2020,10,2020.0,10.0
2020-0047,2020-10-27,PEATON,MASCULINO,15.0,2020-10-27,0.0,2020,10,2020.0,10.0
2020-0048,2020-10-29,CONDUCTOR,MASCULINO,41.0,2020-10-29,0.0,2020,10,2020.0,10.0
2020-0049,2020-10-30,PEATON,MASCULINO,36.0,2020-10-30,0.0,2020,10,2020.0,10.0
2020-0050,2020-11-01,PEATON,FEMENINO,28.0,2020-11-01,1.0,2020,11,2020.0,11.0
2020-0051,2020-11-05,CONDUCTOR,MASCULINO,49.0,2020-11-05,0.0,2020,11,2020.0,11.0
2020-0052,2020-11-07,CICLISTA,MASCULINO,44.0,2020-11-07,0.0,2020,11,2020.0,11.0
2020-0053,2020-11-09,PASAJERO,MASCULINO,27.0,2020-11-09,0.0,2020,11,2020.0,11.0
2020-0054,2020-11-19,CICLISTA,MASCULINO,59.0,2020-11-23,0.0,2020,11,2020.0,11.0
2020-0055,2020-11-19,PEATON,MASCULINO,91.0,2020-12-11,0.0,2020,11,2020.0,12.0
2020-0056,2020-11-21,CONDUCTOR,FEMENINO,34.0,2020-11-21,1.0,2020,11,2020.0,11.0
2020-0057,2020-11-23,PEATON,MASCULINO,84.0,2020-11-23,0.0,2020,11,2020.0,11.0
2020-0058,2020-11-24,PEATON,MASCULINO,57.0,2020-11-25,0.0,2020,11,2020.0,11.0
2020-0059,2020-12-01,PEATON,FEMENINO,49.0,2020-12-14,1.0,2020,12,2020.0,12.0
2020-0060,2020-12-03,PEATON,FEMENINO,69.0,2020-12-03,1.0,2020,12,2020.0,12.0
2020-0061,2020-12-03,CONDUCTOR,MASCULINO,45.0,2020-12-04,0.0,2020,12,2020.0,12.0
2020-0062,2020-12-04,CICLISTA,MASCULINO,47.0,2020-12-04,0.0,2020,12,2020.0,12.0
2020-0063,2020-12-05,PEATON,MASCULINO,38.0,2020-12-05,0.0,2020,12,2020.0,12.0
2020-0063,2020-12-05,PASAJERO,MASCULINO,21.0,2020-12-05,0.0,2020,12,2020.0,12.0
2020-0065,2020-12-05,CONDUCTOR,MASCULINO,24.0,2020-12-06,0.0,2020,12,2020.0,12.0
2020-0066,2020-12-07,CONDUCTOR,MASCULINO,27.0,2020-12-07,0.0,2020,12,2020.0,12.0
2020-0067,2020-12-11,PEATON,MASCULINO,51.0,2020-12-11,0.0,2020,12,2020.0,12.0
2020-0068,2020-12-12,CONDUCTOR,MASCULINO,71.0,2020-12-20,0.0,2020,12,2020.0,12.0
2020-0069,2020-12-15,PASAJERO,MASCULINO,25.0,2020-12-15,0.0,2020,12,2020.0,12.0
2020-0070,2020-12-17,PEATON,FEMENINO,81.0,2020-12-22,1.0,2020,12,2020.0,12.0
2020-0071,2020-12-17,PEATON,MASCULINO,4.0,2020-12-17,0.0,2020,12,2020.0,12.0
2020-0072,2020-12-19,CICLISTA,MASCULINO,42.0,2020-12-19,0.0,2020,12,2020.0,12.0
2020-0073,2020-12-20,CONDUCTOR,MASCULINO,56.0,2020-12-20,0.0,2020,12,2020.0,12.0
2020-0074,2020-12-20,CONDUCTOR,MASCULINO,39.0,2020-12-20,0.0,2020,12,2020.0,12.0
2020-0075,2020-12-23,PEATON,MASCULINO,23.0,2020-12-23,0.0,2020,12,2020.0,12.0
2020-0076,2020-12-24,CONDUCTOR,FEMENINO,78.0,2021-01-17,1.0,2020,12,2021.0,1.0
2020-0077,2020-12-25,CONDUCTOR,FEMENINO,30.0,2020-12-25,1.0,2020,12,2020.0,12.0
2020-0077,2020-12-25,PASAJERO,FEMENINO,24.0,2020-12-25,1.0,2020,12,2020.0,12.0
2020-0078,2020-12-25,CICLISTA,MASCULINO,26.0,2020-12-25,0.0,2020,12,2020.0,12.0
2020-0079,2020-12-27,CONDUCTOR,MASCULINO,28.0,2020-12-27,0.0,2020,12,2020.0,12.0
2021-0001,2021-01-06,CONDUCTOR,MASCULINO,36.0,2021-01-06,0.0,2021,1,2021.0,1.0
2021-0002,2021-01-07,CONDUCTOR,FEMENINO,47.0,2021-01-07,1.0,2021,1,2021.0,1.0
2021-0003,2021-01-10,CONDUCTOR,MASCULINO,27.0,2021-01-10,0.0,2021,1,2021.0,1.0
2021-0004,2021-01-11,PEATON,FEMENINO,61.0,2021-01-11,1.0,2021,1,2021.0,1.0
2021-0005,2021-01-11,PEATON,MASCULINO,73.0,2021-01-14,0.0,2021,1,2021.0,1.0
2021-0006,2021-01-12,PASAJERO,FEMENINO,23.0,2021-01-12,1.0,2021,1,2021.0,1.0
2021-0007,2021-01-18,CONDUCTOR,MASCULINO,84.0,2021-01-26,0.0,2021,1,2021.0,1.0
2021-0008,2021-01-22,PEATON,MASCULINO,28.0,2021-01-22,0.0,2021,1,2021.0,1.0
2021-0009,2021-01-23,CONDUCTOR,MASCULINO,31.0,2021-01-23,0.0,2021,1,2021.0,1.0
2021-0010,2021-01-23,CONDUCTOR,MASCULINO,28.0,2021-01-23,0.0,2021,1,2021.0,1.0
2021-0011,2021-01-27,PEATON,MASCULINO,21.0,2021-01-27,0.0,2021,1,2021.0,1.0
2021-0012,2021-01-29,PEATON,MASCULINO,,2021-01-29,0.0,2021,1,2021.0,1.0
2021-0013,2021-01-31,CONDUCTOR,MASCULINO,41.0,2021-01-31,0.0,2021,1,2021.0,1.0
2021-0014,2021-02-02,PEATON,MASCULINO,28.0,2021-02-18,0.0,2021,2,2021.0,2.0
2021-0015,2021-02-06,CONDUCTOR,MASCULINO,26.0,2021-02-06,0.0,2021,2,2021.0,2.0
2021-0016,2021-02-14,CONDUCTOR,MASCULINO,22.0,2021-02-14,0.0,2021,2,2021.0,2.0
2021-0017,2021-02-17,CONDUCTOR,MASCULINO,33.0,2021-02-17,0.0,2021,2,2021.0,2.0
2021-0018,2021-02-20,PEATON,MASCULINO,36.0,2021-03-08,0.0,2021,2,2021.0,3.0
2021-0019,2021-02-21,CONDUCTOR,MASCULINO,30.0,2021-02-21,0.0,2021,2,2021.0,2.0
2021-0020,2021-02-21,PEATON,FEMENINO,,2021-02-21,1.0,2021,2,2021.0,2.0
2021-0021,2021-02-26,CONDUCTOR,MASCULINO,39.0,2021-03-04,0.0,2021,2,2021.0,3.0
2021-0022,2021-02-28,PASAJERO,MASCULINO,68.0,2021-03-06,0.0,2021,2,2021.0,3.0
2021-0023,2021-03-01,CONDUCTOR,MASCULINO,24.0,2021-03-01,0.0,2021,3,2021.0,3.0
2021-0024,2021-03-03,CICLISTA,MASCULINO,5.0,2021-03-03,0.0,2021,3,2021.0,3.0
2021-0025,2021-03-11,CONDUCTOR,MASCULINO,37.0,2021-03-11,0.0,2021,3,2021.0,3.0
2021-0026,2021-03-15,CONDUCTOR,MASCULINO,36.0,2021-03-15,0.0,2021,3,2021.0,3.0
2021-0027,2021-03-16,CONDUCTOR,FEMENINO,19.0,2021-03-16,1.0,2021,3,2021.0,3.0
2021-0028,2021-03-29,PEATON,MASCULINO,,2021-03-29,0.0,2021,3,2021.0,3.0
2021-0029,2021-03-31,CONDUCTOR,MASCULINO,26.0,2021-04-02,0.0,2021,3,2021.0,4.0
2021-0030,2021-04-03,PEATON,MASCULINO,36.0,2021-04-07,0.0,2021,4,2021.0,4.0
2021-0031,2021-04-07,PEATON,FEMENINO,68.0,2021-04-11,1.0,2021,4,2021.0,4.0
2021-0032,2021-04-10,PEATON,MASCULINO,60.0,2021-04-29,0.0,2021,4,2021.0,4.0
2021-0033,2021-04-14,CONDUCTOR,MASCULINO,33.0,2021-04-14,0.0,2021,4,2021.0,4.0
2021-0034,2021-04-19,PASAJERO,FEMENINO,26.0,2021-04-19,1.0,2021,4,2021.0,4.0
2021-0035,2021-05-03,CONDUCTOR,MASCULINO,24.0,2021-05-03,0.0,2021,5,2021.0,5.0
2021-0036,2021-05-09,CONDUCTOR,MASCULINO,36.0,2021-05-09,0.0,2021,5,2021.0,5.0
2021-0037,2021-05-11,PEATON,FEMENINO,58.0,2021-05-11,1.0,2021,5,2021.0,5.0
2021-0038,2021-05-14,CONDUCTOR,FEMENINO,44.0,2021-05-14,1.0,2021,5,2021.0,5.0
2021-0039,2021-05-15,CICLISTA,MASCULINO,86.0,2021-06-05,0.0,2021,5,2021.0,6.0
2021-0040,2021-05-20,CONDUCTOR,MASCULINO,27.0,2021-05-20,0.0,2021,5,2021.0,5.0
2021-0041,2021-05-20,PEATON,MASCULINO,75.0,2021-05-20,0.0,2021,5,2021.0,5.0
2021-0042,2021-05-21,PEATON,MASCULINO,39.0,2021-05-21,0.0,2021,5,2021.0,5.0
2021-0043,2021-05-22,PEATON,MASCULINO,50.0,2021-05-22,0.0,2021,5,2021.0,5.0
2021-0044,2021-05-25,PASAJERO,MASCULINO,21.0,2021-05-25,0.0,2021,5,2021.0,5.0
2021-0045,2021-05-26,CONDUCTOR,MASCULINO,22.0,2021-05-26,0.0,2021,5,2021.0,5.0
2021-0046,2021-05-31,PASAJERO,MASCULINO,20.0,2021-05-31,0.0,2021,5,2021.0,5.0
2021-0047,2021-06-02,CONDUCTOR,MASCULINO,59.0,2021-06-02,0.0,2021,6,2021.0,6.0
2021-0048,2021-06-03,CICLISTA,MASCULINO,44.0,2021-06-23,0.0,2021,6,2021.0,6.0
2021-0049,2021-06-03,CONDUCTOR,MASCULINO,74.0,2021-06-03,0.0,2021,6,2021.0,6.0
2021-0050,2021-06-10,CONDUCTOR,MASCULINO,56.0,2021-06-10,0.0,2021,6,2021.0,6.0
2021-0051,2021-06-15,PEATON,MASCULINO,73.0,2021-06-16,0.0,2021,6,2021.0,6.0
2021-0052,2021-06-20,PASAJERO,FEMENINO,19.0,2021-06-20,1.0,2021,6,2021.0,6.0
2021-0053,2021-06-20,PEATON,MASCULINO,58.0,2021-06-30,0.0,2021,6,2021.0,6.0
2021-0054,2021-06-22,CONDUCTOR,MASCULINO,41.0,2021-06-22,0.0,2021,6,2021.0,6.0
2021-0055,2021-06-29,PASAJERO,MASCULINO,47.0,2021-06-29,0.0,2021,6,2021.0,6.0
2021-0056,2021-07-09,CICLISTA,MASCULINO,60.0,2021-07-09,0.0,2021,7,2021.0,7.0
2021-0057,2021-07-10,CONDUCTOR,MASCULINO,46.0,2021-07-10,0.0,2021,7,2021.0,7.0
2021-0058,2021-07-21,PEATON,MASCULINO,24.0,2021-07-21,0.0,2021,7,2021.0,7.0
2021-0059,2021-07-22,PASAJERO,FEMENINO,44.0,2021-07-22,1.0,2021,7,2021.0,7.0
2021-0060,2021-07-22,PEATON,FEMENINO,80.0,2021-07-22,1.0,2021,7,2021.0,7.0
2021-0061,2021-07-24,PEATON,FEMENINO,55.0,2021-07-24,1.0,2021,7,2021.0,7.0
2021-0062,2021-07-27,CONDUCTOR,MASCULINO,73.0,2021-07-27,0.0,2021,7,2021.0,7.0
2021-0063,2021-08-02,PASAJERO,FEMENINO,31.0,2021-08-02,1.0,2021,8,2021.0,8.0
2021-0064,2021-08-02,PEATON,MASCULINO,37.0,2021-08-03,0.0,2021,8,2021.0,8.0
2021-0065,2021-08-06,PEATON,FEMENINO,63.0,2021-08-10,1.0,2021,8,2021.0,8.0
2021-0066,2021-08-06,PEATON,MASCULINO,59.0,2021-08-09,0.0,2021,8,2021.0,8.0
2021-0067,2021-08-08,CONDUCTOR,MASCULINO,27.0,2021-08-08,0.0,2021,8,2021.0,8.0
2021-0068,2021-08-15,CONDUCTOR,MASCULINO,39.0,2021-08-15,0.0,2021,8,2021.0,8.0
2021-0069,2021-08-20,PEATON,MASCULINO,17.0,2021-08-21,0.0,2021,8,2021.0,8.0
2021-0070,2021-08-28,CONDUCTOR,MASCULINO,31.0,2021-08-28,0.0,2021,8,2021.0,8.0
2021-0071,2021-08-31,PEATON,MASCULINO,88.0,2021-09-01,0.0,2021,8,2021.0,9.0
2021-0072,2021-09-01,PEATON,FEMENINO,57.0,2021-09-01,1.0,2021,9,2021.0,9.0
2021-0073,2021-09-18,CICLISTA,FEMENINO,76.0,2021-09-18,1.0,2021,9,2021.0,9.0
2021-0074,2021-09-20,CONDUCTOR,MASCULINO,55.0,2021-09-20,0.0,2021,9,2021.0,9.0
2021-0075,2021-09-21,PEATON,MASCULINO,65.0,2021-09-21,0.0,2021,9,2021.0,9.0
2021-0076,2021-10-16,CONDUCTOR,MASCULINO,31.0,2021-10-16,0.0,2021,10,2021.0,10.0
2021-0077,2021-10-18,CONDUCTOR,FEMENINO,31.0,2021-10-18,1.0,2021,10,2021.0,10.0
2021-0078,2021-10-23,CONDUCTOR,MASCULINO,22.0,2021-10-23,0.0,2021,10,2021.0,10.0
2021-0079,2021-10-25,PEATON,MASCULINO,,2021-10-25,0.0,2021,10,2021.0,10.0
2021-0080,2021-10-28,CONDUCTOR,MASCULINO,32.0,2021-10-28,0.0,2021,10,2021.0,10.0
2021-0081,2021-11-02,CONDUCTOR,MASCULINO,26.0,2021-11-02,0.0,2021,11,2021.0,11.0
2021-0082,2021-11-06,CONDUCTOR,MASCULINO,38.0,2021-11-06,0.0,2021,11,2021.0,11.0
2021-0083,2021-11-09,CONDUCTOR,MASCULINO,30.0,2021-11-09,0.0,2021,11,2021.0,11.0
2021-0084,2021-11-11,CONDUCTOR,MASCULINO,32.0,2021-11-11,0.0,2021,11,2021.0,11.0
2021-0097,2021-11-18,CICLISTA,MASCULINO,53.0,2021-11-19,0.0,2021,11,2021.0,11.0
2021-0085,2021-11-20,CONDUCTOR,MASCULINO,49.0,2021-11-20,0.0,2021,11,2021.0,11.0
2021-0086,2021-11-25,PEATON,MASCULINO,75.0,2021-11-25,0.0,2021,11,2021.0,11.0
2021-0087,2021-11-27,PEATON,FEMENINO,73.0,2021-11-27,1.0,2021,11,2021.0,11.0
2021-0088,2021-12-01,CONDUCTOR,MASCULINO,45.0,2021-12-07,0.0,2021,12,2021.0,12.0
2021-0089,2021-12-02,CONDUCTOR,MASCULINO,41.0,2021-12-11,0.0,2021,12,2021.0,12.0
2021-0090,2021-12-10,PEATON,MASCULINO,73.0,2022-01-03,0.0,2021,12,2022.0,1.0
2021-0091,2021-12-11,CONDUCTOR,MASCULINO,24.0,2021-12-11,0.0,2021,12,2021.0,12.0
2021-0092,2021-12-12,PEATON,FEMENINO,50.0,2021-12-12,1.0,2021,12,2021.0,12.0
2021-0093,2021-12-13,PASAJERO,FEMENINO,18.0,2021-12-18,1.0,2021,12,2021.0,12.0
2021-0094,2021-12-20,PASAJERO,FEMENINO,43.0,2021-12-20,1.0,2021,12,2021.0,12.0
2021-0095,2021-12-30,CONDUCTOR,MASCULINO,27.0,2022-01-02,0.0,2021,12,2022.0,1.0
2021-0096,2021-12-15,CONDUCTOR,MASCULINO,60.0,2021-12-20,0.0,2021,12,2021.0,12.0
